index,label,text
6560,Migraine,"I have been experiencing frequent headaches , blurred vision , excessive appetite , a huffy neck , sadness , irritability , and digestive problem including indigestion and acid reflux ."
6561,Acne,I 's recently been dealing with an itching rash on my skin . It 've covered in pus-filled pimples and blackheads . sensitive skin has also been quite My .
6562,Varicose Veins,"My legs been causing a lot discomforts when I exercise . They feel heavy and swollen , and the veins are prominent and painful . I feel fatigued the time ."
6563,Jaundice,"I 've been losing weight and experiencing severe itching , nausea , and exhaustion . My skin has become yellow , and I have a severe fever . I have dark urine , and I 've been having stomach pain ."
6564,drug reaction,"I am quite queasy and dizzy when I have a temperature. My brain is completely cloudy, and my heart is racing. I'm having trouble thinking straight, and everything seems a little fuzzy."
6565,Fungal infection,"I 've been having this really annoying itch all over my body , and I have red and bumpy spots on my struggle too . There are also approximately areas that are a different color than the rest of my skin , and I 've had some bumps that look like little balls ."
6566,Chicken pox,"I 've been suffering . severe itching all over my body , and it 's driving me insane . I from have a red and irritating rash also"
6567,Bronchial Asthma,"I 've had this cough that 's been lingering for days and difficulty breathing . My fever is sky-high , and I 'm feeling so light and tired . I 've also been producing a lot of mucus when I coughing , and it 's just been so overwhelming to deal with all of these symptoms . I 'm getting so frustrated with all of this ."
6568,allergy,I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I've also lost my ability to smell and taste.
6569,Acne,"When I woke up this morning , I saw a terrible rash on my skin . Blackheads and pus-filled pimples are all over the place . to boot , my skin has been shifting adenine lot ."
6570,Fungal infection,"All over my body has been itching like crazy , and now there are red areas all some . Additionally , over of the patches have a different tone than my natural skin . And on my skin , there are these that or pimples lumps have developed ."
6571,Arthritis,"Lately , my joints has been tight and my muscles have been weakened . I have swelling neck make that it difficult for me to move about without getting stiff . It has also been agonisingly painful to walk ."
6572,Varicose Veins,The skin around the veins on my legs is dry and flaky. It seems there is a major bruise and my legs have started to swell.
6573,Psoriasis,"There is a silver like dusting on my skin . Moreover , the skin on my arms and book binding are starting to strip off . This is strange and really concerning me ."
6574,drug reaction,"My occasionally peels off the rashes that I have . This makes me more vulnerable to infections . My hands begin to shake , and occasionally I tremors ."
6575,Pneumonia,"iodine 'm drenched with sweat and ca n't seem to catch my breath . My throat is clogged with mucus , and I 'm miserable . My nub is racing , and my chest aches . I 'm coughing up a brownish stringy mucus ."
6576,Cervical spondylosis,"Back infliction , a productive cough , and limb weakness have be bothering me . I have balance and dizzy concerns , and my neck hurts ."
6577,allergy,iodine have asthma like symptoms like wheezing and difficulty breathing . I often get fever and have headaches . iodine feel tired all the time
6578,gastroesophageal reflux disease,"I have heartburn and indigestion . I regularly vomit everything I eat , and food gets stuck in throat , making it difficult for me to swallow . I have a pain my upper abdomen ."
6579,Varicose Veins,skin the veins on legs is red inflamed . believe I can see some of the blood vessels . am really worried about it .
6580,Pneumonia,"My fever is really high , and I 'm having trouble catching my breath . iodine 'm sweating a lot , feeling cold and tired , and my heart is beating really degraded . I also have some brownish phlegm coming up ."
6581,Acne,"A skin rash with several pus-filled pimples and blackheads has been bothering me lately Additionally , my has been scurring a lot ."
6582,drug reaction,"Both chest pain and extreme nausea are present . Recently , my chest has live hurting . I frequently shiver a deal out and am really anxious ."
6583,Jaundice,"1 've been losing free weight and experiencing nausea , itching , and exhaustion . My skin has become yellow , and I have a severe fever . I have dark urine , and I 've been having stomach pain ."
6584,Dengue,"I have been feeling extremely tired and fatigued , and I have no more energy to do anything . The fatigue embody so severe that I struggle to get out of bed . I have noticed small red spots on my arms and legs ."
6585,Migraine,"Along with reflux appetite , a stiff neck , depression , impatience , and visual disturbance , I 've also been having , indigestion headaches , blurred vision , and acid excessive ."
6586,Bronchial Asthma,"I 've a lot of sleepiness , cough that refuses to go away , breathing difficulty . I 've been coughing up thick , mucoid and have a high fever ."
6587,drug reaction,"I 'm losing hair , and my hair 's texture has considerably altered . My dandruff is becoming worse , and my dry , itchy scalp . My skin is getting quite dry as well ."
6588,Impetigo,My sores have crusted up and become difficult to touch . The wounds used to a coloured fluid . It taking a lot longer to deal with medication .
6589,drug reaction,"I 'm feeling really lightheaded and dizzy and I have a temperature . My mind is completely muddled , when my heart is racing . I find it difficult to think quite , and everything seems clearly hazy ."
6590,Bronchial Asthma,"I 've been struggling to breathe , coughing constantly , and feeling worn . I have high fever and have been coughing up a of thick , mucoid saliva . simply feel so worn out and exhausted from trying to deal with everything ."
6591,Acne,iodine 've been having a very unhealthy rash on my skin latterly . It 's filled with pus-filled pimples and comedo . My skin has additionally been scurring heaps .
6592,Acne,"I woke up this morning to I have terrible rash all over my . Blackheads and pus-filled pimples are all over place Additionally , my skin has been a lot ."
6593,Typhoid,"I 've been experiencing high fever , especially at night . It 's been really There . uncomfortable is a mild headache along with . and diarrhea constipation"
6594,gastroesophageal reflux disease,My throat feels as though food eating acid is regularly up . Lying down only makes my chest pain more . I backing have heartburn or indigestion after or and puke up .
6595,Jaundice,I 've been experiencing terrible itching and nausea . I 've lost weight and am also really exhausted . My skin has become yellow and I have a severe temperature . I have dark urine and stomach ache .
6596,Bronchial Asthma,"I've had this cough that's been lingering for days and difficulty breathing. My fever is sky-high, and I'm feeling so weak and tired. I've also been producing a lot of mucus when I cough, and it's just been so overwhelming to deal with all of these symptoms. I'm getting so frustrated with all of this."
6597,Psoriasis,"irritating genital skin is and and irritated . It is frequently My , burning , red unpleasant . There are also rashes in various places of the body . Also , I have a strange pain in my joints ."
6598,Dimorphic Hemorrhoids,"It 's incredibly difficult for me my use the restroom , and I when do , it hurts a lot . My stools have been bloody , and to butt has been hurting . My anus has also been quite itching and aggravated ."
6599,Hypertension,"My coordination has comprise off , and I 've been experiencing a headache , chest pain , and dizziness . Additionally , I 've suffer trouble concentrating and focusing ."
6600,Jaundice,"I 've been throwing up and experiencing intense itching . black really losing weight , I 'm also really exhausted . My skin has become yellow , and my fever is with high . I 've been having stomach pain and my pee is Along ."
6601,peptic ulcer disease,"Bloating are both present in me . I 've been losing weight and losing interest in food I occasionally get tarry , black stools and vomit contains blood ."
6602,Migraine,"In addition to recurrent headaches and disturbance vision , increased appetite , a stiff neck , sadness , irritability , and visual blurred , I have been problems stomach having , including indigestion and acidity ."
6603,Impetigo,"I 've been suffering a high fever for the past few days . Sores are forming around my nose and there are rashes different parts of my body The sores are severe , and I 'm really uneasy these ."
6604,Migraine,"I have been suffering and acid reflux , indigestion , and regular headaches , , well as distorted vision , excessive hunger , a sore neck as depression , irritability , from visual disturbance ."
6605,gastroesophageal reflux disease,often get aburning sensation in my throat while and especially after eating . Sometimes also leaves a sour or bitter taste in my mouth I get nauseos beacuse of this
6606,Psoriasis,"Because of dry , flaky areas on my skin , atomic number 53 am prone to infections . My joints are in excruciating agony . The skin on my knees and elbows is beginning to geek ."
6607,Cervical spondylosis,"I been suffering from severe back pain , a persistent cough , numbness in my arms and . I been experiencing issues with vertigo balance issues , and my neck ."
6608,Fungal infection,"skin 've been itching and have rashy patches all over my skin recently . There are also some regions that do n't appear to be the regular tone of my I , and I experienced 've some painful bumps ."
6609,Psoriasis,"I 've had inconvenience oneself sleeping because of the itching and pain produced by the rash . My nails have little dents , which is really alert . There is a noticeable inflammation in my nails ."
6610,Dengue,"I have been vomiting frequently and have lost my appetite a result . There are rashes on my skin and my eyes pain , of which I can not sleep properly ."
6611,allergy,"I frequently exhaustion , a terrible taste my mouth , and throat itchiness . muscles are also and uncomfortable . Sometimes I have cramps all throughout my body ."
6612,Dimorphic Hemorrhoids,"Constipation and bowel movement discomfort have been very common for me . The region surrounding anus and both ache a lot . My anus is really itchy , and my stool has been ."
6613,Pneumonia,"I 've been a lot recently with chest pain and feeling incredibly and exhausted . Additionally , my heart is thumping rapidly , the I cough up a reddish hue ."
6614,urinary tract infection,"My urine is frequently black, red, and has a really strange odour. I have been experiencing temperature changes very regularly, which usually prevents me from sleeping at night."
6615,gastroesophageal reflux disease,"I own heartburn and indigestion . I often vomit whatever I eat and have difficultly swallowing food , beacuse the food gets stuck in my throat . I have a nagging pain in my upper berth abdomen"
6616,Chicken pox,I 'm really exhausted and lacking in energy I can keep eyes open during the . I have a mild fever do feel like eating anything . I think I have lost my .
6617,Chicken pox,"My skin rash is giving me amp fortune of pain and discomfort . It 's red and swollen , and it 's spreading throughout my body ."
6618,Varicose Veins,The rash on my legs is dissemination and becoming more severe . It has become selfsame difficult for me to run .
6619,Arthritis,"muscles have been feeling weak , and my neck has been extremely tight I 've been experiencing a lot of stiffness when I walk about and my joints have been swollen . has also been really uncomfortable ."
6620,Chicken pox,"I 'm feeling really sick and lost my I seen little red patches on my , and face that when I touch them ."
6621,Malaria,"I 've been experiencing a lot of scratching , chills vomiting , and a fever . I also have a headache and am perspiring . Additionally hurting me have been nausea and soreness ."
6622,Impetigo,"Over the last two days , the rash on my face has gotten more severe and inflamed , and the blisters stimulate begun to bleed clear pus . information technology is really painful to deal with ."
6623,urinary tract infection,I have been urinating with blood in it. I occasionally feel queasy when urinating. I frequently almost have a fever at the same time.
6624,Pneumonia,"'ve been having chills and feeling exhausted , and I ca n't seem to shake this cough . My chest hurts when I cough , and my heart feels like it million an hour . The phlegm I 'm up is a dirty rust color ."
6625,allergy,"I get out issues and wheezing , which fevers asthma symptoms . I regularly have are and headaches . I 'm always worn breathing ."
6626,Typhoid,"I 've had a persistent stomach pain for the past week , and it embody not healing even with medication . I palpate like vomiting and ca n't eat anything , and because of which I have become extremely weak ."
6627,Psoriasis,"too the past few weeks , I red had a skin rash on my arms , legs , and chest . It 's 've and irritating , with dry , scaly spots . I have a strange pain in my joints For ."
6628,Typhoid,"I have been experiencing a lot of bloating and constipation , 's it and been really uncomfortable . It feels like there 's a lot of pressure and pain in my belly area ."
6629,Pneumonia,I ca n't seem to enough air and I 'm sweating a lot . do n't feel well there 's a lot of in my throat . My chest hurts and my is racing . The mucus I 'm is in .
6630,Impetigo,"I am lesions is high fever . I 've had a skin rash on my face , neck and arms . The rash a made up of burning red having . I 'm concerned about my health ."
6631,Psoriasis,"Because of dry , flaky areas . my skin , My am prone to infections . I joints are in extreme pain on My knees and elbows ' skin are starting to peel off ."
6632,Acne,woke up morning and found that I have a nasty rash all over my skin There are ton of blackheads and pimples that filled with pus . My skin has also been really .
6633,diabetes,I feel the urinate and these intense desires . I feel dizzy and confused . I also my sight .
6634,Common Cold,I 've been sneezing a lot and feeling truly tired and sick . There 's also a lot of gross stuff coming out of my nose and my throat feels really scratchy . And my neck feels puff up too .
6635,Chicken pox,"The rash on my skin is causing a lot of discomforts . It 's red and inflamed , spreading completely over my body . The rash live accompanied by intense itching , especially on my arms and legs ."
6636,Typhoid,"I have lost my appetite and have noticed a significant weight loss . I throw abdominal pain , particularly in the area of my stomach and intestines . I am concerned about my health ."
6637,diabetes,"I have trouble external respiration , specially outside . I start to feel hot and start to sweat . I frequently have urinary tract infections and yeast infections ."
6638,Chicken pox,"I , little red spots do over my body that I all n't understand . It worries me . I have lost my appetite and every night have I am exhausted and have a severe headache ."
6639,Fungal infection,"During 've had a rash on my skin that looks like dischromic patches , and I also have a lot of nodular eruptions and really bad itching . I the has week , it previous become worse ."
6640,Jaundice,"I have been suffering from intense itching , vomiting , fatigue , and burthen loss . My fever is high and my cutis has turned yellow . My urine is dark and I have been experiencing abdominal pain"
6641,urinary tract infection,iodine occasionally urinate with blood in it and feel a little queasy . Help ! I also occasionally get ugly pee odours and excessive overnight temps .
6642,Common Cold,"I 've been coughing a lot and chilly and shivery . My nose has been quite clogged and I am experiencing facial pressure also have a lot phlegm , and coughing pains chest ca n't smell anything and my muscles are aching"
6643,Migraine,"As well as with excessive appetite , a tense neck , depression , irritability , and visual disturbance , I 've also personify having indigestion , headaches , blurred vision , and acid reflux . These symptoms have been disturbing me and step in with my usual activities ."
6644,gastroesophageal reflux disease,"I have frequent belching and burping . I have chest hurting that often radiates to the back of my neck , jaw and arm . I get antiophthalmic factor feeling of tightness and pressure on my chest"
6645,allergy,"I'm dizzy, nauseated, and shaky. I'm having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick."
6646,diabetes,My throat and mouth are dry . I 've also represent feeling more hungry and more hungry . But sometimes I do flavor quite exhausted .
6647,Jaundice,"I been been itchy and I 've throwing up . Along with losing weight , have 'm also really exhausted . My skin has turned yellow , and my fever is high . My stomach has also been hurting recently ."
6648,allergy,I hace difficulty in and of breath . I cough uncontrollably get itchy eyes and swelling on my face and other parts
6649,Pneumonia,"I've been feeling very lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. My heart is beating, and I've been coughing up a lot of brownish phlegm."
6650,Dimorphic Hemorrhoids,"Recently , I 've been having problems using the restroom . Going is incredibly difficult , and doing so hurts . In addition , ace 've been experiencing some butt soreness , and my stools have been bloody . My anus has also cost quite itching and aggravated ."
6651,Varicose Veins,The rash on my legs is spreading and becoming more severe . It has become very difficult for me to run .
6652,Dimorphic Hemorrhoids,"I 've been having a been of problems using the restroom has . It 's been excruciatingly uncomfortable , and I 've been feeling agony in my anus . My stool recently lot bloody as well , and my anus has been really inflamed ."
6653,Dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health.
6654,Jaundice,"The itch , the nausea , and the weariness have been me . In addition , I developed a fever and lost weight . My pee is black , and I 've developed a yellow rash . Additionally I 've had stomach ache ."
6655,Arthritis,"Lately , I 've been having stiffness and weakness in my neck it . Since my joints have matured , muscles is . for the American state to operate without becoming stiff difficult Furthermore , walking has been quite painful ."
6656,Arthritis,"I experiencing severe muscular weakness , and my neck has been really stiff . have swollen joints and find it difficult to move about becoming stiff . It has been really uncomfortable walk ."
6657,allergy,I always exhausted and have a tickle in my throat . My skin has also started to feel dry . I occasionally get ocular swelling
6658,Dimorphic Hemorrhoids,"I 've been have a lot of problems with my bowel motions recently . It 's difficult to go , and information technology hurts when I do . My anus is quite painful , and it has been bleeding whenever I go . It 's excruciatingly painful , and I 'm quite uneasy ."
6659,urinary tract infection,"My pee a strong odour and hazy look these started , I 've had high temperatures and frequent nighttime urges to urinate ."
6660,Hypertension,"When I first experienced a headache, chest pain, and lightheadedness, I was at work. Since then, it has been challenging for me to focus and concentrate on my work."
6661,Chicken pox,The itching is making it hard for me to sleep at night. I can't seem to get any rest because the rash is so itchy and uncomfortable. I'm feeling really tired and exhausted.
6662,Migraine,"I excessively after feeling have hungry , even been eating , and have had a stiff neck ."
6663,Fungal infection,"I 've my a pretty uncomfortable itch all over my body , as well pimples red and bumpy areas on my skin . There are also certain patches of had skin that are a different hue than the rest of it , and I 've had some as that resemble little balls ."
6664,Dimorphic Hemorrhoids,"I 've been having a lot of trouble going to the bathroom lately , and it 's been really painful . I 've also noticed stool my that has been bloody anus my and has been really irritated ."
6665,Dengue,I am facing severe joint pain and vomitting . I have developed a skin rash that covers my body and is accompanied by intense itching .
6666,allergy,"I always feel exhausted , have a bad taste in my mouth , and my pharynx itches a shell out . Also heated and painful are my muscles . My entire body can cramp up at times ."
6667,Migraine,"Stomach acid , indigestion , frequent headaches , hazy and distorted vision , increased appetite , stiff , depression , irritation , and visual distortion have been bothering me ."
6668,Common Cold,"My nose always feels stuffy and congested , and my eyes are always red and itching . I have a feeling of being unwell and fatigued , and I keep hacking up this gunk . I give birth a scratchy , irritated throat , and I 've seen that my neck 's bumps are larger than common ."
6669,Pneumonia,I 'm having a hard time breathing and I feel really uncomfortable . I 'm sweating a lot and there 's a lot of phlegm throat my in . My my hurts and chest heart is beating fast . The mucus I 'm coughing up is brownish .
6670,Fungal infection,atomic number 53 have an itchy skin and lot of red bumps on my arms and legs . There are some weird looking spots on my skin too . And sometimes there are bumps that feel kind of hard .
6671,Acne,My skin has a acquired just nasty rash . It 's full of pus-filled pimples and blackheads . My skin has been really . as well sensitive
6672,peptic ulcer disease,"I unintentionally lose weight and find it to gain it back . To the pain and discomfort I feel , I take antacids . My hurts so severely right now ."
6673,Acne,Lately I 've a skin rash a lot of pus-filled pimples and blackheads . My skin also been scurring a lot .
6674,urinary tract infection,"My pee looks cloudy and has storng and foul smell . I frequently get an urge to urinate at night , and have been drive high temperatures since these symptom strted showing"
6675,Varicose Veins,The cramps in my have been making it difficult for to and do my daily activities . They come on suddenly and last several minutes
6676,Hypertension,"In addition to feeling and lightheaded , I been having problems my equilibrium . My capacity to concentrate and focus has also been slipping , I 've ."
6677,Chicken pox,I have no energy and and n't my appetite . I 'm feeling really sick have do lost know what 's wrong .
6678,Acne,"My skin has developed a terrible rash that is not inherited . It has a lot of blackheads and pus-filled pimples . Furthermore , my skin has been ."
6679,Dengue,I have high along with a severe headache . The fever is by body pain and chills . I am worried about my health don ’ t know what to do .
6680,Typhoid,"I 've been experiencing chills , I , and extreme stomach discomfort . I 've been generally unhappy , and fever ca n't of to get rid seem these symptoms ."
6681,diabetes,I frequently feel these want to and and frequently have the strong cravings . I frequently feel woozy urinate bewildered . I 've also had sight loss .
6682,Fungal infection,"I have a pretty irritating itch my over my body , and all skin also has a few red , bumpy areas . I 've also had some pimples that resemble small balls and other spots that are a different colour than the rest of . skin my"
6683,Typhoid,"I have developed diarrhea It is accompanied by severe pain in my belly area . I do n't feel like eating anything , and most of the time , I have a mild headache ."
6684,Pneumonia,"I go been experiencing chills , feel really exhausted , and my cough just wo n't 've away . When I cough , a chest aches and my heart is pounding . It 's my disgusting brownish hue , the mucous I 'm coming up ."
6685,Pneumonia,"I 've been chills , feeling worn out and I ca n't seem to get rid of this cough . When I cough , my chest aches and my heart feels as like it is beating a million miles hour . I 'm coughing up a nasty rust-colored phlegm ."
6686,Common Cold,"and cold been awful for days . sinuses congested , and face is under strain . Additionally , I 've been coughing up phlegm , and it hurts in my chest . I sense of smell , and my muscles hurt a ."
6687,Bronchial Asthma,"I 've exhausted a cough that wo n't go away , and I 'm got pretty I 've been coughing up thick mucous and my fever is also . high ."
6688,Varicose Veins,"The skin around the veins on my legs is dry and flaky , causing discomfort and irritation . I also starting get frequent cramps"
6689,Psoriasis,"My are starting to small pits on them . I am worried and do n't know what is causing it . , my joints pain and there are rashes on my arms back ."
6690,Varicose Veins,from veins on my calves are very prominent and are causing me a lot of discomforts . They . swollen and protrude The my skin are
6691,Common Cold,I've been really weary and ill. I've been suffering from a severe cough and sore throat. I've got a lot of chills and a pretty high temperature. I simply feel tired and run down.
6692,Chicken pox,"I a skin rash that 's red and , and it 's spreading all over my body . I have a mild fever and it is causing me a lot of discomforts ."
6693,Varicose Veins,My ' swelling has become worse over the last couple days . see the blood vessels protruding out of the skin . This is quite unusual .
6694,Varicose Veins,"The skin on my is itchy and inflamed , causing lot of discomfort and difficulty sleeping at night The blood have started to protrude out , which is concerning ."
6695,Jaundice,"I 've I experiencing intense itching and nausea . I have lost weight and am also really exhausted . My skin has become stomach , and been have a severe fever . I have dark urine , and I 've been having yellow pain ."
6696,Varicose Veins,The pain in my calves periods constant and becomes ca when I stand or walk for long periods of time . I am getting constant cramps and worse n't run for longer is of time .
6697,Jaundice,"I've felt really scratchy, nauseated, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. I've also been experiencing stomach pain."
6698,Common Cold,I ca puffy sneezing stop and I feel really tired and crummy . My throat is really sore and I have a lot of gunky stuff in my nose and throat . My neck feels swollen and n't too .
6699,urinary tract infection,Blood has been found in my urination . regularly . have nausea when urinating . I I feel like I 'm almost feverish sometimes
6700,Common Cold,I 'm constantly sneezing . my body is shaking from being cold . I 'm so tired I can barely move and my head is killing fever and My me is through the roof
6701,Impetigo,"A few days ago , I experienced a tiny rash around my . The rash is now accompanied by a burning feeling and skin redness and discharge of fluid . I believe it is some sort of infection ."
6702,Bronchial Asthma,"I 've had a persistent cough for days , and also have breathing problems . I 'm weak and exhausted , and my fever is through the roof . It 's been very difficult of symptoms , and I 've also been coughing up a lot of mucus . I 'm so angry over everything ."
6703,Dengue,The body pain I have extreme . has lost appetite and developed rashes on my arms face . The back of my eyes pain a lot .
6704,Malaria,"I 'm intense itching , chills , vomiting , and high fever . I 've been sweating a lot and have a headache . Nausea and muscle pain have been bothering ."
6705,Common Cold,I 've been experiencing severe weariness and a sickly sensation . My throat has been painful and I 've had a fairly severe cough . My nose has quite stuffy and I 've had significant pressure . I 'm miserable and extremely exhausted .
6706,Migraine,"I 've been suffering optic disruptions , seeing things as perverted , and eyesight problems ."
6707,Dimorphic Hemorrhoids,"I've been finding it incredibly difficult recently to use the restroom. I can only go sporadically because it hurts so much. My anus and the surrounding region are also quite painful. My anus feels really aggravated, and my stool has been extremely bloody."
6708,allergy,"I have breathing problems and become out of breathing space easily . My eyes languish , I have a dry , hacking cough , and my face and body are bloated ."
6709,Jaundice,"I have been experiencing severe itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain"
6710,Jaundice,"I've had a scratchy stomach and been throwing up. Aside from losing weight, I am also really exhausted. I have a high fever and yellow skin. Besides having stomach ache, my pee is black."
6711,drug reaction,There is severe nausea and . discomfort . of chest has been aching lately chest I 'm really nervous and shiver a lot My the time .
6712,Dengue,"I 've been suffering significant joint pain , which makes it difficult to walk and carry out my tasks . I 've also my , which makes me feel weak and like ."
6713,allergy,"My appetite has decreased , and I 've throat having swallowing issues . I have a sore has , and my nose been been running ."
6714,Dimorphic Hemorrhoids,"I 've been having using the restroom . It 's been difficult to go , and it aches when do . My anus is quite , and it has been bleeding whenever I go It 's painful , and I 'm uneasy ."
6715,Jaundice,"The itch , the , the weariness been bothering me . In addition , I developed a fever and lost weight My pee is black , and I 've developed a yellow rash . Additionally , 've had stomach ache ."
6716,Dengue,"The vomiting I 've appetite having has been followed by stomach pains and dizziness . I 've lost my as and been a result feel weak . My arms , back , neck pain most of the time ."
6717,Acne,I just developed really nasty rash on my skin . There are tons of blackheads and pimples that are filled pus . My skin also been really .
6718,drug reaction,"I am quite queasy and when I have a temperature . My brain is completely cloudy , and my heart is racing . I having trouble thinking straight , and everything seems a fuzzy ."
6719,drug reaction,"I no longer want to have sex, and it's difficult for me to do so. I regularly have brain fog and a sense of confusion."
6720,Impetigo,I have developed a skin rash on my face and neck. The rash is made up of red sores that are blistering. I am worried about my health.
6721,Bronchial Asthma,"Recently, I have had a number of concerning symptoms, including a dry cough, impaired breathing, a high fever, and a lot of mucus. I also feel very weak and tired."
6722,Malaria,"Along with a with fever , I 've had chills , vomiting , and severe itching . Besides having a headache , muscle 'm also perspiring a lot . I 've been terrible high nausea and I ache ."
6723,Arthritis,"My neck has represent extremely tight and my muscles have been feeling extremely weak . My joints have been swollen and I 've been walking around with a deal of stiffness . Additionally , walking has been extremely uneasy ."
6724,Chicken pox,"I have a high fever and red spots and rashes all over my body . I flavor exhausted and have completely lost my appetite , which has made me weak and lethargic . I am really concern ."
6725,Malaria,"Along with severe body itchiness , chills , and nausea , I been experiencing . I 've been severely perspiring and have a very high fever I 'm feeling queasy and also have a headache . hurting muscles are me ."
6726,Jaundice,"been feeling scratchy , , worn out . I also had a fever and lost weight . Both my skin and my urine have become yellow . Additional stomach pain that I 've been having"
6727,Psoriasis,"Because of dry , flaky areas on my skin , I is The to infections . My joints are in excruciating agony . prone skin on my knees and elbows am beginning to flake ."
6728,Dimorphic Hemorrhoids,"I 've been constipated and it 's really hard to go to the bathroom . When I do go , it hurts and my stool has been fucking . I 've also been having some pain in my butt and my anus has been really itchy and stung ."
6729,Common Cold,"I 've been feeling awful , with a lot of congestion and a runny nose . I been 've coughing a lot and having a been of chest pain . My fever has lot really high , and I 've been experiencing severe muscular discomfort ."
6730,Acne,My skin has now developed a revolting rash. There are pus-filled pimples and blackheads everywhere. My skin has also been really sensitive.
6731,Acne,"A skin rash with several pus-filled pimples and blackheads hold been bothering me lately . Additionally , my skin feature been scurring a lot ."
6732,Cervical spondylosis,"I 've been experiencing back pain , a dry cough , and muscle weakness . I 've exist experiencing neck pain , feeling lightheaded , and induce trouble standing still ."
6733,gastroesophageal reflux disease,"My throat often feels like it 's on fire , especially after eating . I occasionally get an aftertaste that is sour or bitter and defecate me look nauseous ."
6734,Pneumonia,"I 'm having problems breathing and have a very high . I 'm perspiring a and experiencing extreme and chilly . My heart is racing , and I 'm coughing up some brownish ."
6735,peptic ulcer disease,I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.
6736,Impetigo,"I am experiencing skin rashes with sores The blistering sores are fluid-filled , elevated , red colored lesions that are unpleasant to touch . also have a fever ."
6737,Acne,iodine woke up this morning to find a really nasty rash on my skin . at that place are a ton of blackheads and pimples that are filled with pus . My skin has also been really scurrying .
6738,peptic ulcer disease,"I have a burning sensation in my upper abdomen , ofetn between operating room at night . I have heartburn and indigestion and often tone very nauseous"
6739,Acne,I 've recently been dealing with an itching rash on my cutis . It 's covered in pus-filled pimples and blackheads . My tegument has also been quite sensitive .
6740,Arthritis,"I 've been experiencing stiffness and weakness in my neck muscles recently . Since my joints have grownup , it 's heavy on behalf of American language state to run whereas not bring forth stiff . additionally , walking has been very uncomfortable ."
6741,allergy,have a nasal congestion and blocked nose . Sometimes at night I have chest pain and tightness . I have also lost of smell taste
6742,Fungal infection,"Doctor , I have these red rashes that keep popping up and my scramble is continuously itching . In addition , I 've observed some odd color-different spots on my skin , as well type A some little nodules on my skin that appear to be expanding ."
6743,Hypertension,"While taking a walk , I suddenly started experiencing headache , chest pain , and dizziness after feeling fine day me . Since then , it has been challenging for all to concentrate and focus ."
6744,diabetes,"My vision foggy , and it seems be growing worse . I 'm constantly out and exhausted . Additionally , I occasionally have lightheadedness and dizziness ."
6745,Arthritis,"My neck cause been exceedingly stiff and my muscles have been extremely weak . As a result of swelling in my joints , I find it difficult to move around without feeling stiff . Additionally , walking has been extremely uneasy ."
6746,Dengue,"My joints and back pain everyday . feel like vomitting and has made me very weak . Because of my body , am not able to focus on my work and don ’ t feel like doing anything"
6747,Psoriasis,"I have experienced difficulty sleeping due the itching and discomfort by the rash There small dents in my nails , which really concerning ."
6748,Acne,"I 've recently been experiencing severe skin rash . Blackheads and pimples packed with everywhere . Additionally , my skin has been scurring ."
6749,allergy,I feel fatigued all the time and have a tingling sensation my throat . have also developed flaky . Sometimes I get puffy sometimes puffs up too .
6750,Typhoid,"I 've been having a lot of trouble sleeping because of the high fever , headache and chills . I wake every day having a belly area ."
6751,Malaria,"itching with a high fever , I 've had chills , vomiting , and severe Along . Along , my headache and excessive sweating with I 've been feeling awful with nausea and muscle ache ."
6752,Common Cold,"I ca n't stop sneezing and my nose is really runny . I 'm also really cold and tired all the time , coughing I 've been and a lot . My fever is really too high , like way above normal ."
6753,Common Cold,"I 've cost wheezing a lot and am generally feeling sick and exhausted . My throat feels in truth scratchy , and a lot of gross stuff is flowing out of my nose . My neck also feels bloated ."
6754,gastroesophageal reflux disease,"I frequently have heartburn and indigestion , particularly after consuming spicy or fatty stoop . When I lie down or foods over , my chest discomfort worsens . bit chest hurts quite a My too ."
6755,Common Cold,"I 've been a lot and feeling chilly and shivery My nose has been quite clogged and I experiencing facial pressure . I also a lot of phlegm , coughing pains my chest . I ca n't smell anything , and my muscles are aching ."
6756,Dengue,The vomiting I have been experiencing is accompanied stomach cramps and dizziness . I lost my apetite and feel as a result . There is a pain behind my eyes too .
6757,Fungal infection,I have an itchy skin and lots of red hump on my arms and legs . There are some weird looking spots on my skin too . And sometimes there are bumps that feel kind of toilsome .
6758,Malaria,"Along with severe body itchiness , chills , and nausea , I 've been experiencing . I very been severely and perspiring have a 've high fever . I 'm feeling queasy and also have a headache . Really hurting muscles are me ."
6759,Common Cold,"of sinuses feel incredibly congested , and my eyes are continuously red . I just constantly feel drained and exhausted . In addition , I have a challenging My uncomfortable phlegm in my throat . My lymph nodes feel bloated , and breathing has been lot ."
